Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,Sleephours,Sedentary time,Idlehours,TotalActive,Activehours,betteractivehours,TotalTimeInBed
8378563200,28-04-2016,1,506,8.4,711.0,11.9,160.0,2.7,0.4,556
4319703577,07-05-2016,1,507,8.5,586.0,9.8,310.0,5.2,0.5,530
6117666160,01-05-2016,1,507,8.5,525.0,8.8,397.0,6.6,0.0,575
2026352035,27-04-2016,1,508,8.5,586.0,9.8,286.0,4.8,0.0,545
5577150313,03-05-2016,1,508,8.5,580.0,9.7,317.0,5.3,1.8,543
6117666160,21-04-2016,1,508,8.5,579.0,9.7,324.0,5.4,0.5,550
6962181067,14-04-2016,2,508,8.5,862.0,14.4,86.0,1.4,0.0,535
2026352035,02-05-2016,1,511,8.5,716.0,11.9,355.0,5.9,0.0,543
2026352035,07-05-2016,1,511,8.5,665.0,11.1,229.0,3.8,0.0,521
6962181067,24-04-2016,1,511,8.5,720.0,12.0,199.0,3.3,0.0,514
2026352035,28-04-2016,1,513,8.6,626.0,10.4,331.0,5.5,0.0,545
8378563200,15-04-2016,1,513,8.6,729.0,12.2,273.0,4.6,1.4,533
7086361926,12-04-2016,1,514,8.6,745.0,12.4,218.0,3.6,1.1,525
4319703577,18-04-2016,1,515,8.6,824.0,13.7,68.0,1.1,0.2,551
6962181067,12-05-2016,1,516,8.6,127.0,2.1,113.0,1.9,0.1,535
8792009665,03-05-2016,1,516,8.6,739.0,12.3,156.0,2.6,0.0,545
2026352035,22-04-2016,1,520,8.7,712.0,11.9,162.0,2.7,0.0,545
4702921684,07-05-2016,1,520,8.7,577.0,9.6,490.0,8.2,0.9,543
4702921684,07-05-2016,1,520,8.7,577.0,9.6,490.0,8.2,0.9,543
5553957443,18-04-2016,2,520,8.7,622.0,10.4,206.0,3.4,0.0,541
2026352035,23-04-2016,1,522,8.7,458.0,7.6,432.0,7.2,0.0,554
2026352035,15-04-2016,1,523,8.7,687.0,11.5,188.0,3.1,0.0,573
2026352035,11-05-2016,1,523,8.7,569.0,9.5,330.0,5.5,0.0,553
4319703577,20-04-2016,1,523,8.7,671.0,11.2,324.0,5.4,0.3,543
4319703577,29-04-2016,1,523,8.7,624.0,10.4,313.0,5.2,0.4,546
2026352035,16-04-2016,1,524,8.7,728.0,12.1,150.0,2.5,0.0,567
2026352035,06-05-2016,1,524,8.7,511.0,8.5,383.0,6.4,0.0,548
5577150313,02-05-2016,2,525,8.8,732.0,12.2,292.0,4.9,1.0,553
8378563200,17-04-2016,2,525,8.8,599.0,10.0,93.0,1.6,0.0,591
2026352035,01-05-2016,1,527,8.8,716.0,11.9,191.0,3.2,0.0,546
5577150313,18-04-2016,1,527,8.8,623.0,10.4,276.0,4.6,2.4,553
8378563200,29-04-2016,1,527,8.8,767.0,12.8,182.0,3.0,0.2,562
6962181067,23-04-2016,1,528,8.8,484.0,8.1,446.0,7.4,1.7,546
8792009665,20-04-2016,1,528,8.8,744.0,12.4,149.0,2.5,0.2,547
4319703577,11-05-2016,1,529,8.8,574.0,9.6,332.0,5.5,0.4,558
4388161847,08-05-2016,2,529,8.8,576.0,9.6,323.0,5.4,2.4,541
7086361926,07-05-2016,1,530,8.8,621.0,10.4,271.0,4.5,1.0,548
2026352035,13-04-2016,1,531,8.9,663.0,11.1,238.0,4.0,0.0,565
2026352035,09-05-2016,1,531,8.9,543.0,9.1,401.0,6.7,0.0,556
8378563200,27-04-2016,1,531,8.9,676.0,11.3,200.0,3.3,0.1,600
8792009665,13-04-2016,1,531,8.9,806.0,13.4,82.0,1.4,0.0,552
4319703577,22-04-2016,1,533,8.9,709.0,11.8,196.0,3.3,0.3,550
4319703577,14-04-2016,1,535,8.9,589.0,9.8,349.0,5.8,0.2,557
4319703577,09-05-2016,1,535,8.9,490.0,8.2,390.0,6.5,0.3,565
2026352035,04-05-2016,1,538,9.0,530.0,8.8,345.0,5.8,0.0,560
2026352035,08-05-2016,1,541,9.0,610.0,10.2,258.0,4.3,0.0,568
6962181067,08-05-2016,1,541,9.0,709.0,11.8,165.0,2.8,0.2,569
6117666160,27-04-2016,1,542,9.0,417.0,7.0,458.0,7.6,0.0,557
5577150313,24-04-2016,1,543,9.1,425.0,7.1,416.0,6.9,4.6,615
2026352035,14-04-2016,1,545,9.1,653.0,10.9,197.0,3.3,0.0,568
8378563200,08-05-2016,1,545,9.1,621.0,10.4,139.0,2.3,0.0,606
4388161847,01-05-2016,1,547,9.1,579.0,9.7,268.0,4.5,0.5,597
5577150313,17-04-2016,1,549,9.2,525.0,8.8,396.0,6.6,4.0,583
8378563200,26-04-2016,1,550,9.2,593.0,9.9,269.0,4.5,1.8,584
4388161847,24-04-2016,3,552,9.2,584.0,9.7,261.0,4.4,0.4,595
5553957443,24-04-2016,2,553,9.2,582.0,9.7,104.0,1.7,0.0,640
2026352035,24-04-2016,1,555,9.3,704.0,11.7,164.0,2.7,0.0,591
6117666160,08-05-2016,1,555,9.3,517.0,8.6,318.0,5.3,0.0,603
2347167796,17-04-2016,1,556,9.3,508.0,8.5,257.0,4.3,0.1,602
8378563200,23-04-2016,1,565,9.4,740.0,12.3,165.0,2.8,0.5,591
5553957443,08-05-2016,1,568,9.5,505.0,8.4,221.0,3.7,0.2,608
2026352035,30-04-2016,1,573,9.6,594.0,9.9,233.0,3.9,0.0,607
1844505072,01-05-2016,1,590,9.8,585.0,9.8,82.0,1.4,0.1,961
4702921684,17-04-2016,1,591,9.9,437.0,7.3,380.0,6.3,1.3,612
1503960366,08-05-2016,1,594,9.9,574.0,9.6,255.0,4.3,0.9,611
6117666160,29-04-2016,1,600,10.0,479.0,8.0,461.0,7.7,0.0,636
4319703577,08-05-2016,1,602,10.0,603.0,10.1,153.0,2.6,0.0,638
5577150313,04-05-2016,1,603,10.1,631.0,10.5,175.0,2.9,0.6,634
8378563200,16-04-2016,2,611,10.2,563.0,9.4,227.0,3.8,1.4,689
4388161847,17-04-2016,2,619,10.3,721.0,12.0,201.0,3.4,0.0,641
5553957443,01-05-2016,2,622,10.4,436.0,7.3,237.0,4.0,0.0,686
6962181067,13-04-2016,3,630,10.5,548.0,9.1,174.0,2.9,0.5,679
5553957443,23-04-2016,2,631,10.5,443.0,7.4,272.0,4.5,0.0,725
1844505072,15-04-2016,1,644,10.7,527.0,8.8,176.0,2.9,0.0,961
5553957443,16-04-2016,2,651,10.9,521.0,8.7,288.0,4.8,0.0,686
5553957443,20-04-2016,1,658,11.0,598.0,10.0,148.0,2.5,0.0,678
6117666160,06-05-2016,2,658,11.0,673.0,11.2,133.0,2.2,0.0,698
7086361926,24-04-2016,1,681,11.4,566.0,9.4,125.0,2.1,0.0,704
4319703577,23-04-2016,1,692,11.5,546.0,9.1,233.0,3.9,0.0,722
1503960366,17-04-2016,1,700,11.7,539.0,9.0,222.0,3.7,1.0,712
1844505072,30-04-2016,1,722,12.0,218.0,3.6,184.0,3.1,0.0,961
1927972279,12-04-2016,3,750,12.5,734.0,12.2,55.0,0.9,0.0,775
5553957443,30-04-2016,2,775,12.9,506.0,8.4,84.0,1.4,0.0,843
1644430081,02-05-2016,1,796,13.3,682.0,11.4,156.0,2.6,0.1,961
